####### Working on: LRNA GRCh38 backlog

# Special case - "with internal_status of 'requires lab review' cannot be launched."
ENCSR703QFF       GRCh38 v24 shRNA  1,2   yes     -

####### GRCh38 Full list
# Experiment      On                Reps  TopHat  Assembled  Launched    Posted         Time  Cost
ENCSR000AEV       GRCh38 v24 -      1,2   no      -          2016-02-20  2016-02-24    7h58m  $22.36
ENCSR000AEW       GRCh38 v24 -      1,2   no      -          2016-02-20  2016-02-24    6h42m  $19.45
ENCSR000AEX       GRCh38 v24 -      1,2   no      -          2016-02-20  2016-02-24    6h12m  $17.71
ENCSR000AEY       GRCh38 v24 -      1,2   no      -          2016-02-20  2016-02-24   10h55m  $29.58
ENCSR000AEZ       GRCh38 v24 -      1,2   no      -          2016-02-20  2016-02-24    7h05m  $18.12
ENCSR000AFA       GRCh38 v24 -      1,2   no      -          2016-02-20  2016-02-24    7h52m  $21.89
ENCSR000AFB       GRCh38 v24 -      1,2   no      -          2016-02-20  2016-02-24    9h51m  $24.20
ENCSR000AFC       GRCh38 v24 -      1,2   no      -          2016-02-20  2016-02-24    8h56m  $24.13
ENCSR000AFD       GRCh38 v24 -      1,2   no      -          2016-02-20  2016-02-24    7h54m  $21.01
ENCSR000AFE       GRCh38 v24 -      1,2   no      -          2016-02-20  2016-02-24    7h36m  $20.31
ENCSR000AFF       GRCh38 v24 -      1,2   no      -          2016-02-20  2016-02-24    8h20m  $22.65
ENCSR000AFG       GRCh38 v24 -      1,2   no      -          2016-02-20  2016-02-24    8h44m  $22.84
ENCSR000AFH       GRCh38 v24 -      1,2   no      -          2016-02-20  2016-02-24    8h48m  $24.15
ENCSR000AFI       GRCh38 v24 -      1,2   no      -          2016-02-20  2016-02-24    4h52m  $13.19
ENCSR000AFJ       GRCh38 v24 -      1,2   no      -          2016-02-20  2016-02-24   11h08m  $20.81
ENCSR000AFK       GRCh38 v24 -      1,2   no      -          2016-02-20  2016-02-24    7h06m  $19.38
ENCSR000AFL       GRCh38 v24 -      1,2   no      -          2016-02-20  2016-02-24    6h40m  $18.21
ENCSR000AFM       GRCh38 v24 -      1,2   no      -          2016-02-20  2016-02-24    7h54m  $14.28
ENCSR000AFN       GRCh38 v24 -      1,2   no      -          2016-02-20  2016-02-24    6h35m  $17.30
ENCSR000AFO       GRCh38 v24 -      1,2   no      -          2016-02-20  2016-02-24    5h52m  $16.50
ENCSR000AHH       GRCh38 v24 -      1     no      -          2016-02-20  2016-02-24   13h50m  $20.38
ENCSR000AIY       GRCh38 v24 scell  1     no      -          2016-02-20  2016-02-24    3h28m   $4.83
ENCSR000AIZ       GRCh38 v24 SE     1,2   no      -          2016-02-20  2016-02-24    5h10m  $13.86
ENCSR000AJA       GRCh38 v24 scell  1     no      -          2016-02-20  2016-02-24    3h02m   $4.20
ENCSR000AJB       GRCh38 v24 scell  1     no      -          2016-02-20  2016-02-24    2h53m   $3.89
ENCSR000AJC       GRCh38 v24 scell  1     no      -          2016-02-20  2016-02-24    3h05m   $4.35
ENCSR000AJD       GRCh38 v24 -      1,2   no      -          2016-02-20  2016-02-24    4h26m  $12.07
ENCSR000AJE       GRCh38 v24 scell  1     no      -          2016-02-20  2016-02-24    2h21m   $2.49
ENCSR000AJF       GRCh38 v24 scell  1     no      -          2016-02-20  2016-02-24    2h46m   $3.85
ENCSR000AJG       GRCh38 v24 -      1,2   no      -          2016-02-20  2016-02-24    3h30m   $7.80
ENCSR000AJH       GRCh38 v24 scell  1     no      -          2016-02-20  2016-02-24    3h40m   $5.07
ENCSR000COO  ENC2 GRCh38 v24 -      1,2   no      -          2016-02-26  2016-02-29   12h13m  $33.82
ENCSR000COX  ENC2 GRCh38 v24 -      1     no      -          2016-02-26  2016-02-29   14h28m  $20.87
ENCSR000COY  ENC2 GRCh38 v24 -      1,2   no      -          2016-02-26  2016-02-29   12h46m  $35.80
ENCSR000COZ  ENC2 GRCh38 v24 -      3,4   no      -          2016-02-26  2016-02-29   10h23m  $28.20
ENCSR000CPA  ENC2 GRCh38 v24 -      3,4   no      -          2016-02-26  2016-02-29   11h45m  $33.71
ENCSR000CPB  ENC2 GRCh38 v24 -      3,4   no      -          2016-02-26  2016-02-29    9h27m  $25.65
ENCSR000CPI  ENC2 GRCh38 v24 -      1,2,5 no      -          2016-02-26  2016-02-29    9h12m  $32.71
ENCSR000CPJ  ENC2 GRCh38 v24 -      3,4   no      -          2016-02-26  2016-02-29   11h07m  $29.80
ENCSR000CPK  ENC2 GRCh38 v24 -      1,2   no      -          2016-02-26  2016-02-29   10h35m  $29.94
ENCSR000CPL  ENC2 GRCh38 v24 -      1,2,5 no      -          2016-02-26  2016-02-29   16h39m  $61.27
ENCSR000CPM  ENC2 GRCh38 v24 -      1,2   no      -          2016-02-26  2016-02-29   15h58m  $43.92
ENCSR000CPU  ENC2 GRCh38 v24 -      1     no      -          2016-02-26  2016-02-29   12h45m  $11.24
ENCSR000CPV  ENC2 GRCh38 v24 -      1,2   no      -          2016-02-26  2016-02-29    9h41m  $28.61
ENCSR000CPW  ENC2 GRCh38 v24 -      1,2   no      -          2016-02-26  2016-02-29    9h25m  $26.07
ENCSR000CPX  ENC2 GRCh38 v24 -      1,2   no      -          2016-02-26  2016-02-29    6h55m  $19.72
ENCSR000CQG  ENC2 GRCh38 v24 -      1,2   no      -          2016-02-26  2016-02-29    7h04m  $19.55
ENCSR000CQH  ENC2 GRCh38 v24 -      3,4   no      -          2016-02-26  2016-02-29    5h34m  $16.73
ENCSR000CQN  ENC2 GRCh38 v24 -      3     no      -          2016-02-26  2016-02-29    4h13m   $6.63
ENCSR000CQO  ENC2 GRCh38 v24 -      3,4   no      -          2016-02-26  2016-02-29    6h30m  $17.75
ENCSR000CQS  ENC2 GRCh38 v24 -      3     no      -          2016-02-26  2016-02-29    5h45m   $8.81
ENCSR000CTX  ENC2 GRCh38 v24 -      1,2   no      -          2016-02-26  2016-02-29   14h16m  $36.59
ENCSR000CUA  ENC2 GRCh38 v24 -      1     no      -          2016-02-26  2016-02-29   18h29m  $27.28
ENCSR000CUB  ENC2 GRCh38 v24 -      1,2   no      -          2016-02-26  2016-02-29   14h31m  $35.86
ENCSR000CUE  ENC2 GRCh38 v24 -      1,2   no      -          2016-02-26  2016-02-29   15h39m  $43.35
ENCSR000CUF  ENC2 GRCh38 v24 -      1,2   no      -          2016-02-29  2016-03-01   17h28m  $50.34
ENCSR000CUG  ENC2 GRCh38 v24 -      1,2   no      -          2016-02-26  2016-02-29   11h14m  $30.99
ENCSR000CUH  ENC2 GRCh38 v24 -      1,2   no      -          2016-02-26  2016-02-29   15h10m  $43.23
ENCSR000CUI  ENC2 GRCh38 v24 -      1,2   no      -          2016-02-26  2016-02-29   20h11m  $57.78
ENCSR000CUJ  ENC2 GRCh38 v24 -      1,2   no      -          2016-02-26  2016-02-29   16h48m  $47.91
ENCSR000CUK  ENC2 GRCh38 v24 -      1,2   no      -          2016-02-26  2016-02-29   14h06m  $40.96
ENCSR000CUL  ENC2 GRCh38 v24 -      1,2   no      -          2016-02-26  2016-02-29   17h37m  $50.93
ENCSR000CUM  ENC2 GRCh38 v24 -      1,2   no      -          2016-02-26  2016-02-29   14h06m  $38.21
ENCSR000CUN  ENC2 GRCh38 v24 -      1     no      -          2016-02-26  2016-02-29   13h53m  $20.27
ENCSR000CUP  ENC2 GRCh38 v24 -      1,2   no      -          2016-02-26  2016-02-29   15h40m  $40.98
ENCSR000CUQ  ENC2 GRCh38 v24 -      1,2   no      -          2016-02-26  2016-02-29   12h02m  $34.60
ENCSR000CUR  ENC2 GRCh38 v24 -      1,2   no      -          2016-02-26  2016-02-29   12h20m  $32.01
ENCSR000KYM       GRCh38 v24 shRNA  1,2   yes     -          2016-02-29  2016-03-02    7h40m  $22.65
ENCSR000SKS       GRCh38 v24 CRISPR 1,2   yes    2016-03-11  2016-03-11  2016-03-14    5h06m  $24.74
ENCSR001HHK       GRCh38 v24 -      1,2   no      -          2016-02-24  2016-02-25    8h39m  $20.54
ENCSR003EKR       GRCh38 v24 shRNA  1,2   yes     -          2016-02-29  2016-03-02    3h43m  $18.82
ENCSR003LSA       GRCh38 v24        1,2   yes     -          2016-02-04  2016-02-05    6h33m  $28.15      
ENCSR004OSI       GRCh38 v24 shRNA  1,2   yes     -          2016-02-29  2016-03-02    9h38m  $18.09
ENCSR004RGI       GRCh38 v24 shRNA  1,2   yes     -          2016-02-29  2016-03-02    4h13m  $19.69
ENCSR007XKL       GRCh38 v24 shRNA  1,2   yes     -          2016-02-29  2016-03-02    4h46m  $22.03
ENCSR009PPI       GRCh38 v24 shRNA  1,2   yes     -          2016-02-29  2016-03-02    5h34m  $28.10
ENCSR010ZMZ       GRCh38 v24 shRNA  1,2   yes     -          2016-02-29  2016-03-02    5h02m  $24.31
ENCSR011BBS       GRCh38 v24 shRNA  1,2   yes     -          2016-02-29  2016-03-02   12h24m  $26.18
ENCSR012DAF       GRCh38 v24 shRNA  1,2   yes     -          2016-02-29  2016-03-02   12h03m  $21.36
ENCSR014VQS       GRCh38 v24 shRNA  1,2   yes     -          2016-02-29  2016-03-02    9h20m  $22.28
ENCSR016IDR       GRCh38 v24 shRNA  1,2   yes     -          2016-02-29  2016-03-02   12h43m  $29.60
ENCSR016XPB       GRCh38 v24        1,2   yes     -          2016-02-04  2016-02-05    8h54m  $40.40
ENCSR017PRS       GRCh38 v24 shRNA  1,2   yes     -          2016-02-29  2016-03-02    5h39m  $28.74
ENCSR019MXZ       GRCh38 v24 -      1,2   no     2016-02-17  2016-02-18  2016-02-19    3h13m   $8.87
ENCSR023HWI       GRCh38 v24 shRNA  1,2   yes     -          2016-02-29  2016-03-02    3h28m  $16.18
ENCSR023ZXN       GRCh38 v24 -      1_1.2 no     2016-02-19  2016-02-19  2016-02-23    3h41m  $10.57
ENCSR028ITN       GRCh38 v24        1,2   yes     -          2016-01-22  2016-02-03    8h51m  $25.21
ENCSR028YAQ       GRCh38 v24 shRNA  1,2   yes     -          2016-02-29  2016-03-02    3h03m  $14.20
ENCSR029LGJ       GRCh38 v24 shRNA  1,2   yes     -          2016-02-29  2016-03-02    5h45m  $25.78
ENCSR030ARO       GRCh38 v24 shRNA  1,2   yes     -          2016-02-29  2016-03-02   10h45m  $29.85
ENCSR030GZQ       GRCh38 v24 shRNA  1,2   yes     -          2016-02-29  2016-03-02    4h18m  $20.85
ENCSR031RZS       GRCh38 v24 shRNA  1,2   yes     -          2016-02-29  2016-03-02   10h60m  $21.36
ENCSR032YMP       GRCh38 v24 shRNA  1,2   yes    2016-03-14  2016-03-14  2016-03-15   12h60m  $34.02
ENCSR034VBA       GRCh38 v24 shRNA  1,2   yes    2016-03-14  2016-03-14  2016-03-15   15h24m  $38.24
ENCSR035SKV       GRCh38 v24        1     no     2016-02-16  2016-02-16  2016-02-17    5h25m   $7.87
ENCSR038WEK       GRCh38 v24 -      1,2   no     2016-02-17  2016-02-18  2016-02-19    3h22m   $9.42
ENCSR040FSN       GRCh38 v24 shRNA  1,2   yes     -          2016-02-29  2016-03-02    9h28m  $40.47
ENCSR040WAK       GRCh38 v24 shRNA  1,2   yes    2016-03-14  2016-03-14  2016-03-15    8h41m  $23.80
ENCSR040YBR       GRCh38 v24 -      1,2   no     2016-02-17  2016-02-18  2016-02-19    2h26m   $6.94
ENCSR042GYH       GRCh38 v24        1     no     2016-02-16  2016-02-16  2016-02-17    5h30m   $8.03
ENCSR042QTH       GRCh38 v24 shRNA  1,2   yes     -          2016-02-29  2016-03-02    8h60m  $35.65
ENCSR047AJA       GRCh38 v24 shRNA  1,2   yes     -          2016-02-29  2016-03-02    4h58m  $22.96
ENCSR047EEG       GRCh38 v24 shRNA  1,2   yes     -          2016-02-29  2016-03-02    5h15m  $23.42
ENCSR047IUS       GRCh38 v24 shRNA  1,2   yes    2016-03-10  2016-03-11  2016-03-14    6h05m  $27.82
ENCSR047VPW       GRCh38 v24 shRNA  1,2   yes     -          2016-02-29  2016-03-02    3h44m  $18.70
ENCSR048BWH       GRCh38 v24 shRNA  1,2   yes    2016-03-10  2016-03-11  2016-03-14    5h15m  $25.65
ENCSR052FJA       GRCh38 v24 -      1,2   no      -          2016-02-24  2016-02-25   10h52m  $29.78
ENCSR052IYH       GRCh38 v24 shRNA  1,2   yes     -          2016-02-29  2016-03-02    8h55m  $21.56
ENCSR056QEW       GRCh38 v24 shRNA  1,2   yes     -          2016-02-29  2016-03-02   10h06m  $32.02
ENCSR057GCF       GRCh38 v24 shRNA  1,2   yes     -          2016-02-29  2016-03-02   11h52m  $25.65
ENCSR058OSL       GRCh38 v24 -      1,2   no     2016-02-17  2016-02-18  2016-02-19    2h30m   $6.86
ENCSR060IWW       GRCh38 v24 shRNA  1,2   yes    2016-03-14  2016-03-14  2016-03-15   14h00m  $36.79
ENCSR060KRD       GRCh38 v24        1,2   yes     -          2016-02-04  2016-02-05    8h28m  $36.31
ENCSR061SFU       GRCh38 v24 -      1,2   no     2016-02-17  2016-02-18  2016-02-19    2h29m   $7.39
ENCSR064DXG       GRCh38 v24 shRNA  1,2   yes     -          2016-02-29  2016-03-02   11h13m  $25.37
ENCSR066VOO       GRCh38 v24 shRNA  1,2   yes     -          2016-02-29  2016-03-02    5h49m  $25.16
ENCSR067AUG       GRCh38 v24 shRNA  1,2   yes     -          2016-02-29  2016-03-02    6h56m  $16.71
ENCSR067GHD       GRCh38 v24 shRNA  1,2   yes    2016-03-14  2016-03-14  2016-03-15    9h00m  $24.55
ENCSR067LLB       GRCh38 v24 shRNA  1,2   yes     -          2016-02-29  2016-03-02   10h28m  $26.80
ENCSR067UNX       GRCh38 v24 -      1,2   no      -          2016-02-24  2016-02-25   11h25m  $31.80
ENCSR070LJO       GRCh38 v24 shRNA  1,2   yes     -          2016-02-29  2016-03-02    3h41m  $18.69
ENCSR074UZM       GRCh38 v24 shRNA  1,2   yes     -          2016-02-29  2016-03-02    8h26m  $25.07
ENCSR076PMZ       GRCh38 v24 shRNA  1,2   yes    2016-03-14  2016-03-14  2016-03-15    5h44m  $28.40
ENCSR077BPR       GRCh38 v24 shRNA  1,2   yes    2016-03-14  2016-03-14  2016-03-15    8h03m  $32.27
ENCSR079IPT       GRCh38 v24 shRNA  1,2   yes     -          2016-02-29  2016-03-02   10h24m  $22.27
ENCSR079LMZ       GRCh38 v24 shRNA  1,2   yes     -          2016-02-29  2016-03-02    6h41m  $17.48
ENCSR080HPT       GRCh38 v24        1     no     2016-02-16  2016-02-16  2016-02-17    3h51m   $5.55
ENCSR081EST       GRCh38 v24 shRNA  1,2   yes     -          2016-02-29  2016-03-02   12h36m  $26.08
ENCSR081QQH       GRCh38 v24 shRNA  1,2   yes     -          2016-02-29  2016-03-02    8h16m  $22.68
ENCSR081XRA       GRCh38 v24 shRNA  1,2   yes     -          2016-02-29  2016-03-02    8h21m  $24.18
ENCSR082UWF       GRCh38 v24 shRNA  1,2   yes     -          2016-02-29  2016-03-02   11h06m  $34.40
ENCSR082YGI       GRCh38 v24 shRNA  1,2   yes     -          2016-02-29  2016-03-02    9h60m  $23.04
ENCSR084SCN       GRCh38 v24 shRNA  1,2   yes     -          2016-02-29  2016-03-02    7h19m  $17.78
ENCSR086PHI       GRCh38 v24 scell  1     no      -          2016-02-26  2016-02-29    2h10m   $3.04
ENCSR090UMI       GRCh38 v24 shRNA  1,2   yes     -          2016-02-29  2016-03-02   11h59m  $22.05
ENCSR092WKG       GRCh38 v24        1,2   yes     -          2016-02-04  2016-02-05    7h23m  $32.98
ENCSR094GVZ       GRCh38 v24        1     no     2016-02-16  2016-02-16  2016-02-17    4h11m   $6.08
ENCSR094KBY       GRCh38 v24 shRNA  1,2   yes     -          2016-02-29  2016-03-02    8h60m  $28.59
ENCSR094VRQ       GRCh38 v24        1     no     2016-02-16  2016-02-16  2016-02-17    6h22m   $9.39
ENCSR096BEN       GRCh38 v24 shRNA  1,2   yes     -          2016-02-29  2016-03-02    9h39m  $23.64
ENCSR098BUF       GRCh38 v24        1     no     2016-02-16  2016-02-16  2016-02-17    5h43m   $8.25
ENCSR098NHI       GRCh38 v24 shRNA  1,2   yes     -          2016-02-29  2016-03-02   12h08m  $19.46
ENCSR101GVL       GRCh38 v24 scell  1     no      -          2016-02-26  2016-02-29    1h50m   $2.43
ENCSR101OPF       GRCh38 v24 shRNA  1,2   yes     -          2016-02-29  2016-03-02   12h33m  $38.37
ENCSR104ABF       GRCh38 v24        1,2   yes     -          2016-02-04  2016-02-05    4h38m  $23.40
ENCSR104OLN       GRCh38 v24 shRNA  1,2   yes     -          2016-02-29  2016-03-02    8h42m  $19.29
ENCSR105NML       GRCh38 v24 CRISPR 1,2   yes    2016-03-11  2016-03-11  2016-03-14    7h08m  $27.66
ENCSR105OXX       GRCh38 v24 shRNA  1,2   yes     -          2016-02-29  2016-03-02    3h21m  $17.20
ENCSR109IQO       GRCh38 v24 -      1,2   yes     -          2016-02-29  2016-03-02 1d03h36m  $80.94
ENCSR110BDY       GRCh38 v24 -      1,2   no      -          2016-02-24  2016-02-25   10h12m  $28.16
ENCSR110HAA       GRCh38 v24 shRNA  1,2   yes    2016-03-14  2016-03-14  2016-03-15   10h35m  $26.15
ENCSR110ZYD       GRCh38 v24 shRNA  1,2   yes     -          2016-02-29  2016-03-02    4h58m  $21.00
ENCSR112YTD       GRCh38 v24 shRNA  1,2   yes     -          2016-02-29  2016-03-02    3h59m  $18.78
ENCSR113HRG       GRCh38 v24 shRNA  1,2   yes     -          2016-03-02  2016-03-03    6h18m  $28.20
ENCSR113PYX       GRCh38 v24 shRNA  1,2   yes     -          2016-03-02  2016-03-03    9h35m  $41.86
ENCSR116QBU       GRCh38 v24 shRNA  1,2   yes    2016-03-14  2016-03-14  2016-03-15   14h21m  $52.27
ENCSR116YMU       GRCh38 v24 shRNA  1,2   yes     -          2016-03-02  2016-03-03    5h00m  $21.95
ENCSR117WLY       GRCh38 v24 shRNA  1,2   yes     -          2016-03-02  2016-03-03    9h17m  $23.86
ENCSR118EFE       GRCh38 v24 shRNA  1,2   yes    2016-03-14  2016-03-14  2016-03-15   12h15m  $24.75
ENCSR118KUN       GRCh38 v24 shRNA  1,2   yes    2016-03-10  2016-03-11  2016-03-14    5h01m  $25.01
ENCSR118TVR       GRCh38 v24 -      1,2   no      -          2016-02-24  2016-02-25   11h09m  $28.45
ENCSR118VQR       GRCh38 v24 shRNA  1,2   yes     -          2016-03-02  2016-03-03    5h04m  $26.81
ENCSR118XYK       GRCh38 v24 shRNA  1,2   yes     -          2016-03-02  2016-03-03   10h26m  $51.95
ENCSR119QWQ       GRCh38 v24 shRNA  1,2   yes     -          2016-03-02  2016-03-03    5h02m  $23.05
ENCSR124ERY       GRCh38 v24 scell  1     no      -          2016-02-26  2016-02-29    2h17m   $3.01
ENCSR124KCF       GRCh38 v24 shRNA  1,2   yes    2016-03-14  2016-03-14  2016-03-15   15h13m  $26.40
ENCSR126ARZ       GRCh38 v24 shRNA  1,2   yes     -          2016-03-02  2016-03-03   11h40m  $37.03
ENCSR129ROE       GRCh38 v24 shRNA  1,2   yes     -          2016-03-02  2016-03-03    8h10m  $39.02
ENCSR129RWD       GRCh38 v24 shRNA  1,2   yes     -          2016-03-02  2016-03-03    6h50m  $29.50
ENCSR134JRE       GRCh38 v24 shRNA  1,2   yes     -          2016-03-02  2016-03-03   12h09m  $26.33
ENCSR136WGP       GRCh38 v24 -      1,2   no      -          2016-02-24  2016-02-25   14h20m  $30.99
ENCSR137HKS       GRCh38 v24 shRNA  1,2   yes     -          2016-03-02  2016-03-03   10h33m  $21.69
ENCSR137RHZ       GRCh38 v24 -      1,2   no      -          2016-02-26  2016-02-26    3h17m   $9.09
ENCSR139BIJ       GRCh38 v24 shRNA  1,2   yes     -          2016-03-02  2016-03-03    7h53m  $21.02
ENCSR139LOF       GRCh38 v24 CRISPR 1,2   yes    2016-03-11  2016-03-11  2016-03-14    5h31m  $25.79
ENCSR143UET       GRCh38 v24 shRNA  1,2   yes     -          2016-03-02  2016-03-03    3h59m  $19.42
ENCSR147ZBD       GRCh38 v24 shRNA  1,2   yes     -          2016-03-02  2016-03-03    6h03m  $31.51
ENCSR148MQK       GRCh38 v24 shRNA  1,2   yes     -          2016-03-02  2016-03-03    6h12m  $30.48
ENCSR148UGK       GRCh38 v24 CRISPR 1,2   yes    2016-03-18  2016-03-18  2016-03-21   19h02m  $27.67
ENCSR149DMY       GRCh38 v24 shRNA  1,2   yes     -          2016-03-02  2016-03-03   12h09m  $20.94
ENCSR150QJY       GRCh38 v24        1     no     2016-02-16  2016-02-16  2016-02-17    3h51m   $5.52
ENCSR152IWT       GRCh38 v24 shRNA  1,2   yes    2016-03-14  2016-03-14  2016-03-15    8h17m  $33.94
ENCSR152MON       GRCh38 v24 shRNA  1,2   yes     -          2016-03-02  2016-03-03    5h15m  $27.06
ENCSR155BMF       GRCh38 v24 shRNA  1,2   yes     -          2016-03-02  2016-03-03    9h30m  $24.76
ENCSR157NLF       GRCh38 v24 -      1,2   no      -          2016-02-26  2016-02-26    3h33m   $9.33
ENCSR158KFO       GRCh38 v24        1     no     2016-02-16  2016-02-16  2016-02-17    4h22m   $6.44
ENCSR163JUC       GRCh38 v24 CRISPR 1,2   yes    2016-03-11  2016-03-11  2016-03-14   10h28m  $25.02
ENCSR164MUK       GRCh38 v24 shRNA  1,2   yes    2016-03-14  2016-03-14  2016-03-15   23h40m  $46.70
ENCSR164OCT       GRCh38 v24 -      1,2   no      -          2016-02-24  2016-02-25   10h49m  $29.39
ENCSR164TLB       GRCh38 v24 shRNA  1,2   yes     -          2016-03-02  2016-03-03   10h34m  $16.76
ENCSR166QLP       GRCh38 v24 -      1,2   no      -          2016-02-24  2016-02-25   20h16m  $32.37
ENCSR167JPY       GRCh38 v24 shRNA  1,2   yes     -          2016-03-02  2016-03-03    9h27m  $27.65
ENCSR169QQW       GRCh38 v24 shRNA  1,2   yes     -          2016-03-02  2016-03-03   16h06m  $48.25
ENCSR180XTP       GRCh38 v24 shRNA  1,2   yes     -          2016-03-02  2016-03-03   12h42m  $22.36
ENCSR181RLB       GRCh38 v24 shRNA  1,2   yes     -          2016-03-02  2016-03-03    6h57m  $23.85
ENCSR181ZGR       GRCh38 v24 -      1,2   no     2016-02-17  2016-02-18  2016-02-19    6h35m  $15.61
ENCSR182CBU       GRCh38 v24        1     no     2016-02-16  2016-02-16  2016-02-17    4h40m   $6.76
ENCSR182DAW       GRCh38 v24 shRNA  1,2   yes     -          2016-03-02  2016-03-03   10h38m  $18.13
ENCSR182GKG       GRCh38 v24 shRNA  1,2   yes    2016-03-10  2016-03-11  2016-03-14    8h05m  $24.22
ENCSR184CWK       GRCh38 v24 scell  1     no      -          2016-02-26  2016-02-29    4h05m   $5.54
ENCSR185JGT       GRCh38 v24 shRNA  1,2   yes     -          2016-03-02  2016-03-03   12h59m  $22.65
ENCSR188IPO       GRCh38 v24 shRNA  1,2   yes     -          2016-03-02  2016-03-03    4h56m  $23.10
ENCSR191VWK       GRCh38 v24 shRNA  1,2   yes     -          2016-03-02  2016-03-03   12h33m  $46.38
ENCSR192BPV       GRCh38 v24 shRNA  1,2   yes    2016-03-14  2016-03-14  2016-03-15   13h49m  $44.71
ENCSR192GBD       GRCh38 v24 shRNA  1,2   yes     -          2016-03-02  2016-03-03   18h11m  $39.94
ENCSR193FFA       GRCh38 v24 shRNA  1,2   yes     -          2016-03-02  2016-03-03   12h53m  $27.79
ENCSR198TKA       GRCh38 v24 -      1,2   no      -          2016-02-24  2016-02-25   21h13m  $28.06
ENCSR201WFU       GRCh38 v24 shRNA  1,2   yes     -          2016-03-02  2016-03-03    6h08m  $26.75
ENCSR201WVA       GRCh38 v24 -      1,2   no      -          2016-02-24  2016-02-25    6h47m  $17.94
ENCSR205VSQ       GRCh38 v24 shRNA  1,2   yes     -          2016-03-02  2016-03-03    5h37m  $26.76
